"CU_Name","Year","Escape","SumRawEsc","EscAvg","GroupSum","Props","Present","PresentProps","inverse_prop","GroupCount","GroupEsc","ContrEsc","SiteEsc"
"1 - Southern Coastal Streams","1953",104081.952514981,102075,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,655239.293121711,655239.293121711,18221.7588036612,104081.952514981
"1 - Southern Coastal Streams","1954",124857.556556056,122450,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,815290.416454465,815290.416454465,22672.6716171007,124857.556556056
"1 - Southern Coastal Streams","1955",58683.9277127551,57600,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,373422.839837656,373422.839837656,10384.63503445,58683.9277127551
"1 - Southern Coastal Streams","1956",63455.6619764978,61325,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,355884.871798192,355884.871798192,9896.91607913689,63455.6619764978
"1 - Southern Coastal Streams","1957",108030.27510905,102350,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,825407.213109553,825407.213109553,22954.0128468619,108030.27510905
"1 - Southern Coastal Streams","1958",125461.427583636,121025,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,895734.728911328,895734.728911328,24909.7731983135,125461.427583636
"1 - Southern Coastal Streams","1959",23975.3848197415,22575,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,650525.772961875,650525.772961875,18090.6790159099,23975.3848197415
"1 - Southern Coastal Streams","1960",16849.2019697984,15775,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,333084.375514476,333084.375514476,9262.84979488481,16849.2019697984
"1 - Southern Coastal Streams","1961",51959.6871060146,46150,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,398159.170081716,398159.170081716,11072.5355436633,51959.6871060146
"1 - Southern Coastal Streams","1962",89216.117601596,83375,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,434749.132555629,434749.132555629,12090.0774979288,89216.117601596
"1 - Southern Coastal Streams","1963",53865.8959024107,43700,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,338928.838779634,338928.838779634,9425.38034070599,53865.8959024107
"1 - Southern Coastal Streams","1964",44139.9082586607,41250,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,450639.505883077,450639.505883077,12531.977965609,44139.9082586607
"1 - Southern Coastal Streams","1965",2938.9305615511,2725,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,184985.112069886,184985.112069886,5144.31007082412,2938.9305615511
"1 - Southern Coastal Streams","1966",15270.9930911104,14425,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,452358.460716835,452358.460716835,12579.7809296619,15270.9930911104
"1 - Southern Coastal Streams","1967",54448.2563031631,49750,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,408791.323897436,408791.323897436,11368.2085053235,54448.2563031631
"1 - Southern Coastal Streams","1968",44668.9340090435,41600,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,810143.817710594,810143.817710594,22529.5482086689,44668.9340090435
"1 - Southern Coastal Streams","1969",69059.9114898281,63000,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,510592.222416195,510592.222416195,14199.2222102056,69059.9114898281
"1 - Southern Coastal Streams","1970",50240.9540712759,46275,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,649984.555677688,649984.555677688,18075.6281315744,50240.9540712759
"1 - Southern Coastal Streams","1971",16719.924811058,14025,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,251840.37101443,251840.37101443,7003.50932219977,16719.924811058
"1 - Southern Coastal Streams","1972",57153.3863406969,53275,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,1277014.1400009,1277014.1400009,35512.8941323105,57153.3863406969
"1 - Southern Coastal Streams","1973",107315.586471133,101125,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,1038407.11020033,1038407.11020033,28877.3950230158,107315.586471133
"1 - Southern Coastal Streams","1974",66487.2695115891,62731,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,680164.562527367,680164.562527367,18914.9135823716,66487.2695115891
"1 - Southern Coastal Streams","1975",19406.391505402,18025,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,326755.744120901,326755.744120901,9086.854862924,19406.391505402
"1 - Southern Coastal Streams","1976",77456.8076455176,71650,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,459900.845142425,459900.845142425,12789.5295073957,77456.8076455176
"1 - Southern Coastal Streams","1977",53347.0418441215,49350,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,729826.911132804,729826.911132804,20295.9896982442,53347.0418441215
"1 - Southern Coastal Streams","1978",45821.684930127,42215,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,856880.608806499,856880.608806499,23829.2665612563,45821.684930127
"1 - Southern Coastal Streams","1979",30881.7365291453,25225,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1.00598931721584,326173.385685051,328126.941559285,9124.98693048573,30881.7365291453
"1 - Southern Coastal Streams","1980",21018.249510893,19675,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1.00598931721584,912141.414798879,917604.519077819,25517.9571788589,21018.249510893
"1 - Southern Coastal Streams","1981",22015.0542583159,20360,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,730067.595423742,730067.595423742,20302.682964572,22015.0542583159
"1 - Southern Coastal Streams","1982",68413.299267699,64120,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1.00598931721584,932016.981394343,937599.126746468,26073.9936103375,68413.299267699
"1 - Southern Coastal Streams","1983",36118.1396023007,33532,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,614474.592923703,614474.592923703,17088.1202345016,36118.1396023007
"1 - Southern Coastal Streams","1984",56848.4868528821,52338,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1.00598931721584,852547.267093903,857653.44311803,23850.75855749,56848.4868528821
"1 - Southern Coastal Streams","1985",54349.9370551745,51195,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,1296528.26312302,1296528.26312302,36055.5686155549,54349.9370551745
"1 - Southern Coastal Streams","1986",25860.7973792116,24115,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,1027699.0096573,1027699.0096573,28579.6100345562,25860.7973792116
"1 - Southern Coastal Streams","1987",35602.6621534011,33593,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,744161.785104809,744161.785104809,20694.63278748,35602.6621534011
"1 - Southern Coastal Streams","1988",44404.8172246054,41100,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,946232.935886452,946232.935886452,26314.0939665846,44404.8172246054
"1 - Southern Coastal Streams","1989",4208.12940976519,3850,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1.00598931721584,334904.947208261,336910.799174247,9369.26003270309,4208.12940976519
"1 - Southern Coastal Streams","1990",29210.9360160891,18200,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,832381.019507733,832381.019507733,23147.9496566122,29210.9360160891
"1 - Southern Coastal Streams","1991",8217.61794754122,6924,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1.00598931721584,719588.319398654,723898.162108349,20131.1152228195,8217.61794754122
"1 - Southern Coastal Streams","1992",8953.51464945096,7018,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,1061152.75947439,1061152.75947439,29509.9360492566,8953.51464945096
"1 - Southern Coastal Streams","1993",4521.65589293103,3523,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,1002843.38512914,1002843.38512914,27888.3920324907,4521.65589293103
"1 - Southern Coastal Streams","1994",4641.21968417332,3245,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,951459.930888219,951459.930888219,26459.453140233,4641.21968417332
"1 - Southern Coastal Streams","1995",2675.95867133901,2132,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,489594.537552924,489594.537552924,13615.2908846117,2675.95867133901
"1 - Southern Coastal Streams","1996",4666.14517760639,3405,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1.00598931721584,492468.280656109,495417.8294077,13777.2326679188,4666.14517760639
"1 - Southern Coastal Streams","1997",254.253433077772,172,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,668345.372362384,668345.372362384,18586.229947703,254.253433077772
"1 - Southern Coastal Streams","1998",5425.1480068878,4025,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,866172.900155552,866172.900155552,24087.6788595925,5425.1480068878
"1 - Southern Coastal Streams","1999",1751.81890016903,1153,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,362546.07166334,362546.07166334,10082.1595139551,1751.81890016903
"1 - Southern Coastal Streams","2000",2934.90995128618,2052,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,470453.853598131,470453.853598131,13083.0014904581,2934.90995128618
"1 - Southern Coastal Streams","2001",1190.82680119581,916,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,1252554.33745858,1252554.33745858,34832.6836702854,1190.82680119581
"1 - Southern Coastal Streams","2002",2652.40652953883,1768,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,1332254.60722625,1332254.60722625,37049.0939306869,2652.40652953883
"1 - Southern Coastal Streams","2003",3189.19281216061,2214,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1,1261558.47393937,1261558.47393937,35083.0825778455,3189.19281216061
"1 - Southern Coastal Streams","2004",1280.76103245932,816,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1.00598931721584,1886525.49578558,1897824.49541562,52777.2076097395,1280.76103245932
"1 - Southern Coastal Streams","2005",14698.1320881996,9787,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1.05540788323757,783724.927035187,827149.466282728,23002.4637218777,14698.1320881996
"1 - Southern Coastal Streams","2006",9838.34636867452,6589,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1.05540788323757,500786.287773899,528533.795933853,14698.1651591844,9838.34636867452
"1 - Southern Coastal Streams","2007",169.609065219259,108,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1.00598931721584,1186027.72516257,1193131.22143536,33180.1672554372,169.609065219259
"1 - Southern Coastal Streams","2008",12692.4353686175,9306,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1.05540788323757,890869.950984278,940231.169208277,26147.1889199038,12692.4353686175
"1 - Southern Coastal Streams","2009",6683.63624897765,4536,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1.05540788323757,1166746.20884873,1231393.1465565,34244.2053530298,6683.63624897765
"1 - Southern Coastal Streams","2010",456.572007849239,308,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1.05540788323757,518549.583024868,547281.317774002,15219.5209825052,456.572007849239
"1 - Southern Coastal Streams","2011",5902.8063837489,3452,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1.05540788323757,895576.411481223,945198.404718899,26285.3243588887,5902.8063837489
"1 - Southern Coastal Streams","2012",25463.9500569983,15135,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1.05540788323757,1780935.00942841,1879612.84848452,52270.7541029376,25463.9500569983
"1 - Southern Coastal Streams","2013",9945.80251534745,5914,16078.180691523,578158.006837402,0.0278093194271799,1,0.0278093194271799,1.05540788323757,1787987.93808044,1887056.56498379,52477.758792791,9945.80251534745
"2 - North East Vancouver Island","1953",119757.354111128,111725,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,655239.293121711,655239.293121711,36465.4282400495,119757.354111128
"2 - North East Vancouver Island","1954",95773.0355428588,95125,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,815290.416454465,815290.416454465,45372.6058374495,95773.0355428588
"2 - North East Vancouver Island","1955",100450.548553929,98725,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,373422.839837656,373422.839837656,20781.7570042555,100450.548553929
"2 - North East Vancouver Island","1956",55903.2620080656,55525,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,355884.871798192,355884.871798192,19805.732639214,55903.2620080656
"2 - North East Vancouver Island","1957",67520.3095743727,66400,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,825407.213109553,825407.213109553,45935.6265938631,67520.3095743727
"2 - North East Vancouver Island","1958",82775.4545442446,82625,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,895734.728911328,895734.728911328,49849.4989877981,82775.4545442446
"2 - North East Vancouver Island","1959",32833.9708797474,31425,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,650525.772961875,650525.772961875,36203.1110485276,32833.9708797474
"2 - North East Vancouver Island","1960",55187.0886575733,51970,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,333084.375514476,333084.375514476,18536.8376419219,55187.0886575733
"2 - North East Vancouver Island","1961",60885.218912132,59875,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,398159.170081716,398159.170081716,22158.3851840759,60885.218912132
"2 - North East Vancouver Island","1962",28096.0916883725,26350,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,434749.132555629,434749.132555629,24194.6926291649,28096.0916883725
"2 - North East Vancouver Island","1963",23022.2840035893,21275,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,338928.838779634,338928.838779634,18862.0941673386,23022.2840035893
"2 - North East Vancouver Island","1964",33703.00265372,32175,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,450639.505883077,450639.505883077,25079.0249248046,33703.00265372
"2 - North East Vancouver Island","1965",27523.9720834107,25800,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,184985.112069886,184985.112069886,10294.8058830913,27523.9720834107
"2 - North East Vancouver Island","1966",46333.3305138555,44200,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,452358.460716835,452358.460716835,25174.6883332666,46333.3305138555
"2 - North East Vancouver Island","1967",22147.4336005053,20375,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,408791.323897436,408791.323897436,22750.0866373834,22147.4336005053
"2 - North East Vancouver Island","1968",80245.2749718515,73050,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,810143.817710594,810143.817710594,45086.1869227949,80245.2749718515
"2 - North East Vancouver Island","1969",14578.9496912536,13400,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,510592.222416195,510592.222416195,28415.5181807552,14578.9496912536
"2 - North East Vancouver Island","1970",26232.3902599764,25475,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,649984.555677688,649984.555677688,36172.9911820208,26232.3902599764
"2 - North East Vancouver Island","1971",9920.14283990955,9000,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,251840.37101443,251840.37101443,14015.4399676216,9920.14283990955
"2 - North East Vancouver Island","1972",29080.4834820755,27130,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,1277014.1400009,1277014.1400009,71068.4905080648,29080.4834820755
"2 - North East Vancouver Island","1973",35154.1046795605,32500,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,1038407.11020033,1038407.11020033,57789.5134776873,35154.1046795605
"2 - North East Vancouver Island","1974",9561.68156125267,8740,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,680164.562527367,680164.562527367,37852.5712768256,9561.68156125267
"2 - North East Vancouver Island","1975",10844.5046549661,9845,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,326755.744120901,326755.744120901,18184.6361540645,10844.5046549661
"2 - North East Vancouver Island","1976",8132.11625702554,7398,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,459900.845142425,459900.845142425,25594.4376995171,8132.11625702554
"2 - North East Vancouver Island","1977",17931.209694315,16180,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,729826.911132804,729826.911132804,40616.3841743643,17931.209694315
"2 - North East Vancouver Island","1978",19648.4512245593,17250,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,856880.608806499,856880.608806499,47687.1864656616,19648.4512245593
"2 - North East Vancouver Island","1979",8003.70012917789,6700,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1.00598931721584,326173.385685051,328126.941559285,18260.9461408391,8003.70012917789
"2 - North East Vancouver Island","1980",17190.2202763963,14525,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1.00598931721584,912141.414798879,917604.519077819,51066.5982556727,17190.2202763963
"2 - North East Vancouver Island","1981",12168.1297285971,10000,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,730067.595423742,730067.595423742,40629.7787552934,12168.1297285971
"2 - North East Vancouver Island","1982",65845.3658388486,55120,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1.00598931721584,932016.981394343,937599.126746468,52179.3397209402,65845.3658388486
"2 - North East Vancouver Island","1983",9332.4621549099,7950,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,614474.592923703,614474.592923703,34196.7879655697,9332.4621549099
"2 - North East Vancouver Island","1984",45176.8262187542,38375,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1.00598931721584,852547.267093903,857653.44311803,47730.1963010369,45176.8262187542
"2 - North East Vancouver Island","1985",80520.6068753977,71040,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,1296528.26312302,1296528.26312302,72154.4920098781,80520.6068753977
"2 - North East Vancouver Island","1986",101776.945389457,91737,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,1027699.0096573,1027699.0096573,57193.5854311884,101776.945389457
"2 - North East Vancouver Island","1987",17979.5296749809,15865,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,744161.785104809,744161.785104809,41414.1496985683,17979.5296749809
"2 - North East Vancouver Island","1988",115763.691029957,101810,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,946232.935886452,946232.935886452,52659.8291405115,115763.691029957
"2 - North East Vancouver Island","1989",28685.9335733432,24592,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1.00598931721584,334904.947208261,336910.799174247,18749.7860698415,28685.9335733432
"2 - North East Vancouver Island","1990",92322.8093942196,80290,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,832381.019507733,832381.019507733,46323.7334113911,92322.8093942196
"2 - North East Vancouver Island","1991",87409.2382086964,75450,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1.00598931721584,719588.319398654,723898.162108349,40286.4369712982,87409.2382086964
"2 - North East Vancouver Island","1992",140669.108739662,120375,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,1061152.75947439,1061152.75947439,59055.3561249206,140669.108739662
"2 - North East Vancouver Island","1993",65061.2887151044,55675,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,1002843.38512914,1002843.38512914,55810.3182765664,65061.2887151044
"2 - North East Vancouver Island","1994",95048.7850201486,84150,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,951459.930888219,951459.930888219,52950.7222739803,95048.7850201486
"2 - North East Vancouver Island","1995",66813.8175000706,60945,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,489594.537552924,489594.537552924,27246.9533852271,66813.8175000706
"2 - North East Vancouver Island","1996",4257.30392998608,3685,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1.00598931721584,492468.280656109,495417.8294077,27571.0316776621,4257.30392998608
"2 - North East Vancouver Island","1997",75135.8151045027,72530,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,668345.372362384,668345.372362384,37194.8087840371,75135.8151045027
"2 - North East Vancouver Island","1998",163762.959692301,148080,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,866172.900155552,866172.900155552,48204.3217884842,163762.959692301
"2 - North East Vancouver Island","1999",2558.04597848844,2170,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,362546.07166334,362546.07166334,20176.442253587,2558.04597848844
"2 - North East Vancouver Island","2000",3049.38691994203,2580,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,470453.853598131,470453.853598131,26181.7345490769,3049.38691994203
"2 - North East Vancouver Island","2001",75011.5220517886,65855,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,1252554.33745858,1252554.33745858,69707.2516694669,75011.5220517886
"2 - North East Vancouver Island","2002",196568.655479166,176309,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,1332254.60722625,1332254.60722625,74142.737298052,196568.655479166
"2 - North East Vancouver Island","2003",23796.1627920586,1357,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1,1261558.47393937,1261558.47393937,70208.3505750888,23796.1627920586
"2 - North East Vancouver Island","2004",10907.3052738839,622,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1.00598931721584,1886525.49578558,1897824.49541562,105617.876821883,10907.3052738839
"2 - North East Vancouver Island","2005",46949.676299868,41762,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1.05540788323757,783724.927035187,827149.466282728,46032.5866033273,46949.676299868
"2 - North East Vancouver Island","2006",44754.6851423745,39000,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1.05540788323757,500786.287773899,528533.795933853,29414.0040293446,44754.6851423745
"2 - North East Vancouver Island","2007",15988.4953959532,793,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1.00598931721584,1186027.72516257,1193131.22143536,66400.2317823943,15988.4953959532
"2 - North East Vancouver Island","2008",6943.8615332438,6051,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1.05540788323757,890869.950984278,940231.169208277,52325.8183532862,6943.8615332438
"2 - North East Vancouver Island","2009",15689.9553345322,1062,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1.05540788323757,1166746.20884873,1231393.1465565,68529.5874231157,15689.9553345322
"2 - North East Vancouver Island","2010",19867.6375351264,17313,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1.05540788323757,518549.583024868,547281.317774002,30457.3425768296,19867.6375351264
"2 - North East Vancouver Island","2011",90017.8058023117,3088,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1.05540788323757,895576.411481223,945198.404718899,52602.2553312963,90017.8058023117
"2 - North East Vancouver Island","2012",22323.1505042672,1273,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1.05540788323757,1780935.00942841,1879612.84848452,104604.360826627,22323.1505042672
"2 - North East Vancouver Island","2013",16518.7806559463,942,32175.6944845236,578158.006837402,0.0556520779856163,1,0.0556520779856163,1.05540788323757,1787987.93808044,1887056.56498379,105018.619117747,16518.7806559463
"3 - Upper Knight","1953",17250,17250,3442.15554238016,578158.006837402,0.00595365886431148,1,0.00595365886431148,1,655239.293121711,655239.293121711,3901.07122573927,17250
"3 - Upper Knight","1954",6500,6500,3442.15554238016,578158.006837402,0.00595365886431148,1,0.00595365886431148,1,815290.416454465,815290.416454465,4853.96101491233,6500
"3 - Upper Knight","1955",4650,4650,3442.15554238016,578158.006837402,0.00595365886431148,1,0.00595365886431148,1,373422.839837656,373422.839837656,2223.23220053583,4650
"3 - Upper Knight","1956",18000,18000,3442.15554238016,578158.006837402,0.00595365886431148,1,0.00595365886431148,1,355884.871798192,355884.871798192,2118.81712165566,18000
"3 - Upper Knight","1957",38900,38900,3442.15554238016,578158.006837402,0.00595365886431148,1,0.00595365886431148,1,825407.213109553,825407.213109553,4914.19297099633,38900
"3 - Upper Knight","1958",40000,40000,3442.15554238016,578158.006837402,0.00595365886431148,1,0.00595365886431148,1,895734.728911328,895734.728911328,5332.89900885457,40000
"3 - Upper Knight","1959",20000,20000,3442.15554238016,578158.006837402,0.00595365886431148,1,0.00595365886431148,1,650525.772961875,650525.772961875,3873.00853465755,20000
"3 - Upper Knight","1960",19250,19250,3442.15554238016,578158.006837402,0.00595365886431148,1,0.00595365886431148,1,333084.375514476,333084.375514476,1983.07074484542,19250
"3 - Upper Knight","1961",42000,42000,3442.15554238016,578158.006837402,0.00595365886431148,1,0.00595365886431148,1,398159.170081716,398159.170081716,2370.50387236391,42000
"3 - Upper Knight","1962",16500,16500,3442.15554238016,578158.006837402,0.00595365886431148,1,0.00595365886431148,1,434749.132555629,434749.132555629,2588.34802679155,16500
"3 - Upper Knight","1963",9750,9750,3442.15554238016,578158.006837402,0.00595365886431148,1,0.00595365886431148,1,338928.838779634,338928.838779634,2017.86668537117,9750
"3 - Upper Knight","1964",16500,16500,3442.15554238016,578158.006837402,0.00595365886431148,1,0.00595365886431148,1,450639.505883077,450639.505883077,2682.95388880973,16500
"3 - Upper Knight","1965",2275,2275,3442.15554238016,578158.006837402,0.00595365886431148,1,0.00595365886431148,1,184985.112069886,184985.112069886,1101.33825224053,2275
"3 - Upper Knight","1966",4342.34035400659,3900,3442.15554238016,578158.006837402,0.00595365886431148,1,0.00595365886431148,1,452358.460716835,452358.460716835,2693.18795949308,4342.34035400659
